id,title,doi,publication_year,authors,abstract,open_access,host_venue,clean_abstract,keywords,entities,gmm_cluster,gmm_probs
https://openalex.org/W4319460874,How Does ChatGPT Perform on the United States Medical Licensing Examination (USMLE)? The Implications of Large Language Models for Medical Education and Knowledge Assessment,https://doi.org/10.2196/45312,2023,"Aidan Gilson, Conrad W. Safranek, Thomas Huang, Vimig Socrates, Ling Chi, Richard A. Taylor, David Chartash","Background Chat Generative Pre-trained Transformer (ChatGPT) is a 175-billion-parameter natural language processing model that can generate conversation-style responses to user input. Objective This study aimed to evaluate the performance of ChatGPT on questions within the scope of the United States Medical Licensing Examination (USMLE) Step 1 and Step 2 exams, as well as to analyze responses for user interpretability. Methods We used 2 sets of multiple-choice questions to evaluate ChatGPT’s performance, each with questions pertaining to Step 1 and Step 2. The first set was derived from AMBOSS, a commonly used question bank for medical students, which also provides statistics on question difficulty and the performance on an exam relative to the user base. The second set was the National Board of Medical Examiners (NBME) free 120 questions. ChatGPT’s performance was compared to 2 other large language models, GPT-3 and InstructGPT. The text output of each ChatGPT response was evaluated across 3 qualitative metrics: logical justification of the answer selected, presence of information internal to the question, and presence of information external to the question. Results Of the 4 data sets, AMBOSS-Step1, AMBOSS-Step2, NBME-Free-Step1, and NBME-Free-Step2, ChatGPT achieved accuracies of 44% (44/100), 42% (42/100), 64.4% (56/87), and 57.8% (59/102), respectively. ChatGPT outperformed InstructGPT by 8.15% on average across all data sets, and GPT-3 performed similarly to random chance. The model demonstrated a significant decrease in performance as question difficulty increased (P=.01) within the AMBOSS-Step1 data set. We found that logical justification for ChatGPT’s answer selection was present in 100% of outputs of the NBME data sets. Internal information to the question was present in 96.8% (183/189) of all questions. The presence of information external to the question was 44.5% and 27% lower for incorrect answers relative to correct answers on the NBME-Free-Step1 (P&lt;.001) and NBME-Free-Step2 (P=.001) data sets, respectively. Conclusions ChatGPT marks a significant improvement in natural language processing models on the tasks of medical question answering. By performing at a greater than 60% threshold on the NBME-Free-Step-1 data set, we show that the model achieves the equivalent of a passing score for a third-year medical student. Additionally, we highlight ChatGPT’s capacity to provide logic and informational context across the majority of answers. These facts taken together make a compelling case for the potential applications of ChatGPT as an interactive medical education tool to support learning.",True,,background chat generative pretrained transformer chatgpt is a 175billionparameter natural language processing model that can generate conversationstyle responses to user input objective this study aimed to evaluate the performance of chatgpt on questions within the scope of the united states medical licensing examination usmle step 1 and step 2 exams as well as to analyze responses for user interpretability methods we used 2 sets of multiplechoice questions to evaluate chatgpts performance each with questions pertaining to step 1 and step 2 the first set was derived from amboss a commonly used question bank for medical students which also provides statistics on question difficulty and the performance on an exam relative to the user base the second set was the national board of medical examiners nbme free 120 questions chatgpts performance was compared to 2 other large language models gpt3 and instructgpt the text output of each chatgpt response was evaluated across 3 qualitative metrics logical justification of the answer selected presence of information internal to the question and presence of information external to the question results of the 4 data sets ambossstep1 ambossstep2 nbmefreestep1 and nbmefreestep2 chatgpt achieved accuracies of 44 44100 42 42100 644 5687 and 578 59102 respectively chatgpt outperformed instructgpt by 815 on average across all data sets and gpt3 performed similarly to random chance the model demonstrated a significant decrease in performance as question difficulty increased p01 within the ambossstep1 data set we found that logical justification for chatgpts answer selection was present in 100 of outputs of the nbme data sets internal information to the question was present in 968 183189 of all questions the presence of information external to the question was 445 and 27 lower for incorrect answers relative to correct answers on the nbmefreestep1 plt001 and nbmefreestep2 p001 data sets respectively conclusions chatgpt marks a significant improvement in natural language processing models on the tasks of medical question answering by performing at a greater than 60 threshold on the nbmefreestep1 data set we show that the model achieves the equivalent of a passing score for a thirdyear medical student additionally we highlight chatgpts capacity to provide logic and informational context across the majority of answers these facts taken together make a compelling case for the potential applications of chatgpt as an interactive medical education tool to support learning,"['evaluate chatgpts', 'questions chatgpts', 'chatgpt questions', 'conclusions chatgpt', 'performance chatgpt']","['conversationstyle', 'medical licensing examination', 'study', 'user base', 'improvement', 'information internal', 'medical question', 'models', 'model', 'medical education tool', 'presence', 'p01', 'ambossstep1', 'thirdyear', 'ambossstep2', 'transformer chatgpt', 'difficulty', 'average', 'chance', 'performance', 'random', 'questions', 'output', 'natural language', 'scope', 'outputs', 'answers', 'internal information', 'user interpretability methods', 'capacity', 'nbmefreestep1', 'passing score', 'threshold', 'nbme', 'significant', 'chatgpts', 'processing model', 'chatgpt', 'decrease', 'logic', 'multiplechoice questions', 'gpt3', 'medical examiners', 'results', 'chatgpt response', 'nbmefreestep2', 'exams', 'potential', 'national board', 'united states', 'evaluated', 'exam', 'responses', 'information', 'medical', 'amboss', 'instructgpt', 'selection', 'medical students', 'incorrect', 'marks', 'data set', 'logical justification', 'student', 'question', 'data sets', 'processing models', 'qualitative', 'informational', 'evaluate', 'generative', 'language', 'accuracies', 'interactive', 'analyze']",3,"[0.0, 0.0, 0.0, 1.0, 0.0]"
https://openalex.org/W4312220150,A large language model for electronic health records,https://doi.org/10.1038/s41746-022-00742-2,2022,"Xi Yang, Aokun Chen, Nima PourNejatian, Hoo Chang Shin, Kaleb E Smith, Christopher Parisien, Colin B. Compas, Cheryl Martin, Anthony Costa, Mona G. Flores, Ying Zhang, Tanja Magoč, Christopher A. Harle, Gloria Lipori, Duane A. Mitchell, William R. Hogan, Elizabeth Shenkman, Jiang Bian, Yonghui Wu","Abstract There is an increasing interest in developing artificial intelligence (AI) systems to process and interpret electronic health records (EHRs). Natural language processing (NLP) powered by pretrained language models is the key technology for medical AI systems utilizing clinical narratives. However, there are few clinical language models, the largest of which trained in the clinical domain is comparatively small at 110 million parameters (compared with billions of parameters in the general domain). It is not clear how large clinical language models with billions of parameters can help medical AI systems utilize unstructured EHRs. In this study, we develop from scratch a large clinical language model—GatorTron—using &gt;90 billion words of text (including &gt;82 billion words of de-identified clinical text) and systematically evaluate it on five clinical NLP tasks including clinical concept extraction, medical relation extraction, semantic textual similarity, natural language inference (NLI), and medical question answering (MQA). We examine how (1) scaling up the number of parameters and (2) scaling up the size of the training data could benefit these NLP tasks. GatorTron models scale up the clinical language model from 110 million to 8.9 billion parameters and improve five clinical NLP tasks (e.g., 9.6% and 9.5% improvement in accuracy for NLI and MQA), which can be applied to medical AI systems to improve healthcare delivery. The GatorTron models are publicly available at: https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/models/gatortron_og .",True,,abstract there is an increasing interest in developing artificial intelligence ai systems to process and interpret electronic health records ehrs natural language processing nlp powered by pretrained language models is the key technology for medical ai systems utilizing clinical narratives however there are few clinical language models the largest of which trained in the clinical domain is comparatively small at 110 million parameters compared with billions of parameters in the general domain it is not clear how large clinical language models with billions of parameters can help medical ai systems utilize unstructured ehrs in this study we develop from scratch a large clinical language modelgatortronusing gt90 billion words of text including gt82 billion words of deidentified clinical text and systematically evaluate it on five clinical nlp tasks including clinical concept extraction medical relation extraction semantic textual similarity natural language inference nli and medical question answering mqa we examine how 1 scaling up the number of parameters and 2 scaling up the size of the training data could benefit these nlp tasks gatortron models scale up the clinical language model from 110 million to 89 billion parameters and improve five clinical nlp tasks eg 96 and 95 improvement in accuracy for nli and mqa which can be applied to medical ai systems to improve healthcare delivery the gatortron models are publicly available at httpscatalogngcnvidiacomorgsnvidiateamsclaramodelsgatortronog,"['clinical nlp', 'clinical text', 'processing nlp', 'nlp tasks', 'medical ai']","['mqa', 'study', 'improvement', 'accuracy', 'medical question', 'models', 'abstract', 'gatortron models', 'deidentified', 'systematically evaluate', 'billion', 'clinical domain', 'clinical narratives', 'clinical nlp tasks', 'natural language', 'gt82 billion words', 'process', 'parameters', 'ehrs', 'training', 'billions', 'semantic textual', 'million', 'medical', 'clinical nlp', 'general domain', 'gt90', 'clinical text', 'clinical language', 'medical ai systems', 'scratch', 'improve', 'technology', 'data', 'httpscatalogngcnvidiacomorgsnvidiateamsclaramodelsgatortronog', 'healthcare delivery', 'size', 'medical relation extraction', 'scaling', 'artificial intelligence', 'clinical', 'language', 'increasing', 'electronic health records ehrs']",0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
https://openalex.org/W4225591000,Training Compute-Optimal Large Language Models,https://doi.org/10.48550/arxiv.2203.15556,2022,"Jordan Hoffmann, Sebastian Borgeaud, Arthur Mensch, Elena Buchatskaya, Trevor Cai, Eliza Rutherford, Diego de Las Casas, Lisa Anne Hendricks, Johannes Welbl, Aidan Clark, Tom Hennigan, Eric Noland, Katie Millican, George van den Driessche, Bogdan Damoc, Aurelia Guy, Simon Osindero, Karen Simonyan, Erich Elsen, Jack W. Rae, Oriol Vinyals, Laurent Sifre","We investigate the optimal model size and number of tokens for training a transformer language model under a given compute budget. We find that current large language models are significantly undertrained, a consequence of the recent focus on scaling language models whilst keeping the amount of training data constant. By training over 400 language models ranging from 70 million to over 16 billion parameters on 5 to 500 billion tokens, we find that for compute-optimal training, the model size and the number of training tokens should be scaled equally: for every doubling of model size the number of training tokens should also be doubled. We test this hypothesis by training a predicted compute-optimal model, Chinchilla, that uses the same compute budget as Gopher but with 70B parameters and 4$\times$ more more data. Chinchilla uniformly and significantly outperforms Gopher (280B), GPT-3 (175B), Jurassic-1 (178B), and Megatron-Turing NLG (530B) on a large range of downstream evaluation tasks. This also means that Chinchilla uses substantially less compute for fine-tuning and inference, greatly facilitating downstream usage. As a highlight, Chinchilla reaches a state-of-the-art average accuracy of 67.5% on the MMLU benchmark, greater than a 7% improvement over Gopher.",True,,we investigate the optimal model size and number of tokens for training a transformer language model under a given compute budget we find that current large language models are significantly undertrained a consequence of the recent focus on scaling language models whilst keeping the amount of training data constant by training over 400 language models ranging from 70 million to over 16 billion parameters on 5 to 500 billion tokens we find that for computeoptimal training the model size and the number of training tokens should be scaled equally for every doubling of model size the number of training tokens should also be doubled we test this hypothesis by training a predicted computeoptimal model chinchilla that uses the same compute budget as gopher but with 70b parameters and 4times more more data chinchilla uniformly and significantly outperforms gopher 280b gpt3 175b jurassic1 178b and megatronturing nlg 530b on a large range of downstream evaluation tasks this also means that chinchilla uses substantially less compute for finetuning and inference greatly facilitating downstream usage as a highlight chinchilla reaches a stateoftheart average accuracy of 675 on the mmlu benchmark greater than a 7 improvement over gopher,"['large language', 'scaling language', 'language models', 'language model', 'computeoptimal training']","['mmlu', 'improvement', 'investigate', 'doubling', 'model', 'budget', 'models', 'chinchilla', 'finetuning', 'accuracy', 'gopher', 'billion', 'evaluation', 'megatronturing nlg', 'parameters', 'model size', 'training', 'downstream', 'keeping', 'tokens', 'data chinchilla', 'optimal', 'training tokens', 'computeoptimal training', 'jurassic1', 'transformer language', 'data constant', 'size', 'hypothesis', 'scaling', 'language', 'downstream usage', 'computeoptimal model', 'consequence of']",2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
https://openalex.org/W4387500346,The future landscape of large language models in medicine,https://doi.org/10.1038/s43856-023-00370-1,2023,"Jan Clusmann, Fiona R. Kolbinger, Hannah Sophie Muti, Zunamys I. Carrero, Jan‐Niklas Eckardt, Narmin Ghaffari Laleh, Chiara Maria Lavinia Löffler, Sophie-Caroline Schwarzkopf, Michaela Unger, Gregory P. Veldhuizen, Sophia J. Wagner, Jakob Nikolas Kather","Abstract Large language models (LLMs) are artificial intelligence (AI) tools specifically trained to process and generate text. LLMs attracted substantial public attention after OpenAI’s ChatGPT was made publicly available in November 2022. LLMs can often answer questions, summarize, paraphrase and translate text on a level that is nearly indistinguishable from human capabilities. The possibility to actively interact with models like ChatGPT makes LLMs attractive tools in various fields, including medicine. While these models have the potential to democratize medical knowledge and facilitate access to healthcare, they could equally distribute misinformation and exacerbate scientific misconduct due to a lack of accountability and transparency. In this article, we provide a systematic and comprehensive overview of the potentials and limitations of LLMs in clinical practice, medical research and medical education.",True,,abstract large language models llms are artificial intelligence ai tools specifically trained to process and generate text llms attracted substantial public attention after openais chatgpt was made publicly available in november 2022 llms can often answer questions summarize paraphrase and translate text on a level that is nearly indistinguishable from human capabilities the possibility to actively interact with models like chatgpt makes llms attractive tools in various fields including medicine while these models have the potential to democratize medical knowledge and facilitate access to healthcare they could equally distribute misinformation and exacerbate scientific misconduct due to a lack of accountability and transparency in this article we provide a systematic and comprehensive overview of the potentials and limitations of llms in clinical practice medical research and medical education,"['text llms', 'llms clinical', 'medical knowledge', 'ai tools', 'medicine models']","['accountability', 'lack', 'models', 'artificial', 'limitations', 'level', 'comprehensive', 'medicine', 'clinical practice medical research', 'human', 'substantial public attention', 'process', 'fields', 'abstract large language', 'distribute', 'exacerbate', 'openais chatgpt', 'translate', 'capabilities', 'systematic', 'chatgpt', 'healthcare', 'potential', 'scientific misconduct', 'potentials', 'intelligence', 'tools', 'llms', 'overview', 'medical education', 'medical knowledge', 'misinformation', 'paraphrase', 'transparency']",0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
https://openalex.org/W3160638507,Prompt Programming for Large Language Models: Beyond the Few-Shot Paradigm,https://doi.org/10.1145/3411763.3451760,2021,"Laria Reynolds, Kyle McDonell","Prevailing methods for mapping large generative language models to supervised tasks may fail to sufficiently probe models' novel capabilities. Using GPT-3 as a case study, we show that 0-shot prompts can significantly outperform few-shot prompts. We suggest that the function of few-shot examples in these cases is better described as locating an already learned task rather than meta-learning. This analysis motivates rethinking the role of prompts in controlling and evaluating powerful language models. We discuss methods of prompt programming, emphasizing the usefulness of considering prompts through the lens of natural language. We explore techniques for exploiting the capacity of narratives and cultural anchors to encode nuanced intentions and techniques for encouraging deconstruction of a problem into components before producing a verdict. Informed by this more encompassing theory of prompt programming, we also introduce the idea of a metaprompt that seeds the model to generate its own natural language prompts for a range of tasks. Finally, we discuss how these more general methods of interacting with language models can be incorporated into existing and future benchmarks and practical applications.",True,,prevailing methods for mapping large generative language models to supervised tasks may fail to sufficiently probe models novel capabilities using gpt3 as a case study we show that 0shot prompts can significantly outperform fewshot prompts we suggest that the function of fewshot examples in these cases is better described as locating an already learned task rather than metalearning this analysis motivates rethinking the role of prompts in controlling and evaluating powerful language models we discuss methods of prompt programming emphasizing the usefulness of considering prompts through the lens of natural language we explore techniques for exploiting the capacity of narratives and cultural anchors to encode nuanced intentions and techniques for encouraging deconstruction of a problem into components before producing a verdict informed by this more encompassing theory of prompt programming we also introduce the idea of a metaprompt that seeds the model to generate its own natural language prompts for a range of tasks finally we discuss how these more general methods of interacting with language models can be incorporated into existing and future benchmarks and practical applications,"['prompt programming', 'language prompts', 'generative language', 'considering prompts', 'prompts suggest']","['problem', 'exploiting', 'probe models', 'models', 'function', 'model', 'outperform', 'intentions', 'narratives', 'fail', 'practical', 'natural language', 'existing', 'usefulness', 'capacity', 'controlling', 'prompts', 'capabilities', 'components', 'language models', 'locating', 'cases', 'programming', 'gpt3', 'interacting', 'tasks', 'general methods', 'methods', 'benchmarks', 'encode', 'techniques', 'fewshot examples', 'prevailing methods', 'fewshot prompts', 'motivates', 'evaluating', 'lens', 'analysis', 'theory', 'cultural anchors', 'metaprompt', 'supervised', 'mapping large', 'case study', 'prompt', 'seeds', 'language', 'rethinking']",1,"[0.0, 1.0, 0.0, 0.0, 0.0]"
https://openalex.org/W4383346782,The imperative for regulatory oversight of large language models (or generative AI) in healthcare,https://doi.org/10.1038/s41746-023-00873-0,2023,"Bertalan Meskó, Eric J. Topol","The rapid advancements in artificial intelligence (AI) have led to the development of sophisticated large language models (LLMs) such as GPT-4 and Bard. The potential implementation of LLMs in healthcare settings has already garnered considerable attention because of their diverse applications that include facilitating clinical documentation, obtaining insurance pre-authorization, summarizing research papers, or working as a chatbot to answer questions for patients about their specific data and concerns. While offering transformative potential, LLMs warrant a very cautious approach since these models are trained differently from AI-based medical technologies that are regulated already, especially within the critical context of caring for patients. The newest version, GPT-4, that was released in March, 2023, brings the potentials of this technology to support multiple medical tasks; and risks from mishandling results it provides to varying reliability to a new level. Besides being an advanced LLM, it will be able to read texts on images and analyze the context of those images. The regulation of GPT-4 and generative AI in medicine and healthcare without damaging their exciting and transformative potential is a timely and critical challenge to ensure safety, maintain ethical standards, and protect patient privacy. We argue that regulatory oversight should assure medical professionals and patients can use LLMs without causing harm or compromising their data or privacy. This paper summarizes our practical recommendations for what we can expect from regulators to bring this vision to reality.",True,,the rapid advancements in artificial intelligence ai have led to the development of sophisticated large language models llms such as gpt4 and bard the potential implementation of llms in healthcare settings has already garnered considerable attention because of their diverse applications that include facilitating clinical documentation obtaining insurance preauthorization summarizing research papers or working as a chatbot to answer questions for patients about their specific data and concerns while offering transformative potential llms warrant a very cautious approach since these models are trained differently from aibased medical technologies that are regulated already especially within the critical context of caring for patients the newest version gpt4 that was released in march 2023 brings the potentials of this technology to support multiple medical tasks and risks from mishandling results it provides to varying reliability to a new level besides being an advanced llm it will be able to read texts on images and analyze the context of those images the regulation of gpt4 and generative ai in medicine and healthcare without damaging their exciting and transformative potential is a timely and critical challenge to ensure safety maintain ethical standards and protect patient privacy we argue that regulatory oversight should assure medical professionals and patients can use llms without causing harm or compromising their data or privacy this paper summarizes our practical recommendations for what we can expect from regulators to bring this vision to reality,"['ai medicine', 'patient privacy', 'protect patient', 'aibased medical', 'data privacy']","['development', 'context', 'attention', 'chatbot', 'regulated', 'reality', 'diverse', 'models', 'patient privacy', 'risks', 'clinical documentation', 'reliability', 'level', 'medical technologies', 'gpt4', 'cautious', 'medicine', 'advancements', 'newest', 'version gpt4', 'regulation', 'vision', 'medical professionals', 'healthcare', 'images', 'regulatory', 'caring', 'assure', 'applications', 'insurance preauthorization', 'potential', 'safety', 'harm', 'medical tasks', 'privacy', 'potentials', 'read texts', 'research papers', 'healthcare settings', 'patients', 'llms', 'regulators', 'sophisticated large', 'data', 'technology', 'implementation', 'recommendations', 'working', 'concerns', 'transformative', 'timely', 'generative', 'ethical standards', 'artificial intelligence', 'bard', 'language', 'brings', 'mishandling', 'analyze']",0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
https://openalex.org/W4318718936,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,https://doi.org/10.48550/arxiv.2301.12597,2023,"Junnan Li, Dongxu Li, Silvio Savarese, Steven C. H. Hoi","The cost of vision-and-language pre-training has become increasingly prohibitive due to end-to-end training of large-scale models. This paper proposes BLIP-2, a generic and efficient pre-training strategy that bootstraps vision-language pre-training from off-the-shelf frozen pre-trained image encoders and frozen large language models. BLIP-2 bridges the modality gap with a lightweight Querying Transformer, which is pre-trained in two stages. The first stage bootstraps vision-language representation learning from a frozen image encoder. The second stage bootstraps vision-to-language generative learning from a frozen language model. BLIP-2 achieves state-of-the-art performance on various vision-language tasks, despite having significantly fewer trainable parameters than existing methods. For example, our model outperforms Flamingo80B by 8.7% on zero-shot VQAv2 with 54x fewer trainable parameters. We also demonstrate the model's emerging capabilities of zero-shot image-to-text generation that can follow natural language instructions.",True,,the cost of visionandlanguage pretraining has become increasingly prohibitive due to endtoend training of largescale models this paper proposes blip2 a generic and efficient pretraining strategy that bootstraps visionlanguage pretraining from offtheshelf frozen pretrained image encoders and frozen large language models blip2 bridges the modality gap with a lightweight querying transformer which is pretrained in two stages the first stage bootstraps visionlanguage representation learning from a frozen image encoder the second stage bootstraps visiontolanguage generative learning from a frozen language model blip2 achieves stateoftheart performance on various visionlanguage tasks despite having significantly fewer trainable parameters than existing methods for example our model outperforms flamingo80b by 87 on zeroshot vqav2 with 54x fewer trainable parameters we also demonstrate the models emerging capabilities of zeroshot imagetotext generation that can follow natural language instructions,"['visionlanguage pretraining', 'visionandlanguage pretraining', 'visiontolanguage generative', 'visionlanguage tasks', 'pretrained image']","['largescale models', 'efficient', 'stages', 'model', 'models', 'blip2', 'generic', 'vqav2', 'zeroshot', 'visionandlanguage', 'image encoder', 'performance', 'endtoend training', 'parameters', 'capabilities', 'pretraining strategy', 'zeroshot imagetotext', 'natural', 'stage bootstraps', 'visionlanguage tasks', 'methods', 'generation', 'bootstraps visionlanguage', 'bridges', 'cost', 'frozen language', 'stage bootstraps visiontolanguage', 'modality', 'frozen', 'generative learning', 'language', 'instructions', 'image encoders']",2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
https://openalex.org/W4287553002,Extracting Training Data from Large Language Models,https://doi.org/10.48550/arxiv.2012.07805,2020,"Nicholas Carlini, Florian Tramèr, Eric Wallace, Matthew Jagielski, Ariel Herbert-Voss, Katherine Lee, Adam Roberts, Tom Brown, Dawn Song, Úlfar Erlingsson, Alina Oprea, Colin Raffel","It has become common to publish large (billion parameter) language models that have been trained on private datasets. This paper demonstrates that in such settings, an adversary can perform a training data extraction attack to recover individual training examples by querying the language model. We demonstrate our attack on GPT-2, a language model trained on scrapes of the public Internet, and are able to extract hundreds of verbatim text sequences from the model's training data. These extracted examples include (public) personally identifiable information (names, phone numbers, and email addresses), IRC conversations, code, and 128-bit UUIDs. Our attack is possible even though each of the above sequences are included in just one document in the training data. We comprehensively evaluate our extraction attack to understand the factors that contribute to its success. Worryingly, we find that larger models are more vulnerable than smaller models. We conclude by drawing lessons and discussing possible safeguards for training large language models.",True,,it has become common to publish large billion parameter language models that have been trained on private datasets this paper demonstrates that in such settings an adversary can perform a training data extraction attack to recover individual training examples by querying the language model we demonstrate our attack on gpt2 a language model trained on scrapes of the public internet and are able to extract hundreds of verbatim text sequences from the models training data these extracted examples include public personally identifiable information names phone numbers and email addresses irc conversations code and 128bit uuids our attack is possible even though each of the above sequences are included in just one document in the training data we comprehensively evaluate our extraction attack to understand the factors that contribute to its success worryingly we find that larger models are more vulnerable than smaller models we conclude by drawing lessons and discussing possible safeguards for training large language models,"['private datasets', 'extraction attack', 'language models', 'large language', 'models vulnerable']","['gpt2', 'extract', 'uuids', 'models', 'model', 'factors', 'discussing', 'document', 'safeguards', 'billion', 'numbers', 'public internet', 'email addresses', 'training', 'lessons', 'public', 'sequences', 'success', 'vulnerable', 'extraction', 'attack', 'smaller', 'adversary', 'data', 'training examples', 'language', 'scrapes', 'private datasets', 'information names', 'conversations code', 'evaluate', 'querying', 'publish', 'larger']",2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
https://openalex.org/W4281763794,A systematic evaluation of large language models of code,https://doi.org/10.1145/3520312.3534862,2022,"Frank F. Xu, Uri Alon, Graham Neubig, Vincent J. Hellendoorn","Large language models (LMs) of code have recently shown tremendous promise in completing code and synthesizing code from natural language descriptions. However, the current state-of-the-art code LMs (e.g., Codex) are not publicly available, leaving many questions about their model and data design decisions. We aim to fill in some of these blanks through a systematic evaluation of the largest existing models: Codex, GPT-J, GPT-Neo, GPT-NeoX-20B, and CodeParrot, across various programming languages. Although Codex itself is not open-source, we find that existing opensource models do achieve close results in some programming languages, although targeted mainly for natural language modeling. We further identify an important missing piece in the form of a large open-source model trained exclusively on a multi-lingual corpus of code. We release a new model, PolyCoder, with 2.7B parameters based on the GPT-2 architecture, that was trained on 249GB of code across 12 programming languages on a single machine. In the C programming language, PolyCoder outperforms all models including Codex. Our trained models are open-source and publicly available at https://github.com/VHellendoorn/Code-LMs, which enables future research and application in this area. We have an online appendix at https://arxiv.org/abs/2202.13169.",True,,large language models lms of code have recently shown tremendous promise in completing code and synthesizing code from natural language descriptions however the current stateoftheart code lms eg codex are not publicly available leaving many questions about their model and data design decisions we aim to fill in some of these blanks through a systematic evaluation of the largest existing models codex gptj gptneo gptneox20b and codeparrot across various programming languages although codex itself is not opensource we find that existing opensource models do achieve close results in some programming languages although targeted mainly for natural language modeling we further identify an important missing piece in the form of a large opensource model trained exclusively on a multilingual corpus of code we release a new model polycoder with 27b parameters based on the gpt2 architecture that was trained on 249gb of code across 12 programming languages on a single machine in the c programming language polycoder outperforms all models including codex our trained models are opensource and publicly available at httpsgithubcomvhellendoorncodelms which enables future research and application in this area we have an online appendix at httpsarxivorgabs220213169,"['models opensource', 'opensource models', 'opensource model', 'codex opensource', 'large opensource']","['gpt2', 'httpsgithubcomvhellendoorncodelms', 'missing piece', 'models', 'model', 'research', 'single machine', 'opensource', 'decisions', 'opensource models', 'natural language', 'evaluation', 'parameters', 'systematic', 'multilingual', 'gptneox20b', 'results', 'polycoder outperforms', 'application', 'codeparrot', 'opensource model', 'natural', 'data design', 'descriptions', 'httpsarxivorgabs220213169', 'modeling', 'programming languages', 'blanks', 'online appendix', 'architecture', 'gptj gptneo', 'language', 'corpus', 'code']",2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
https://openalex.org/W3184144760,Persistent Anti-Muslim Bias in Large Language Models,https://doi.org/10.1145/3461702.3462624,2021,"Abubakar Abid, Maheen Farooqi, James Zou","It has been observed that large-scale language models capture undesirable societal biases, e.g. relating to race and gender; yet religious bias has been relatively unexplored. We demonstrate that GPT-3, a state-of-the-art contextual language model, captures persistent Muslim-violence bias. We probe GPT-3 in various ways, including prompt completion, analogical reasoning, and story generation, to understand this anti-Muslim bias, demonstrating that it appears consistently and creatively in different uses of the model and that it is severe even compared to biases about other religious groups. For instance, Muslim is analogized to terrorist in 23% of test cases, while Jewish is mapped to its most common stereotype, money, in 5% of test cases. We quantify the positive distraction needed to overcome this bias with adversarial text prompts, and find that use of the most positive 6 adjectives reduces violent completions for Muslims from 66% to 20%, but which is still higher than for other religious groups.",True,,it has been observed that largescale language models capture undesirable societal biases eg relating to race and gender yet religious bias has been relatively unexplored we demonstrate that gpt3 a stateoftheart contextual language model captures persistent muslimviolence bias we probe gpt3 in various ways including prompt completion analogical reasoning and story generation to understand this antimuslim bias demonstrating that it appears consistently and creatively in different uses of the model and that it is severe even compared to biases about other religious groups for instance muslim is analogized to terrorist in 23 of test cases while jewish is mapped to its most common stereotype money in 5 of test cases we quantify the positive distraction needed to overcome this bias with adversarial text prompts and find that use of the most positive 6 adjectives reduces violent completions for muslims from 66 to 20 but which is still higher than for other religious groups,"['muslimviolence bias', 'biases religious', 'religious bias', 'muslim analogized', 'persistent muslimviolence']","['reduces', 'models', 'model', 'jewish', 'biases', 'muslims', 'bias', 'completion', 'analogical reasoning', 'positive', 'gender', 'distraction', 'adversarial text prompts', 'terrorist', 'severe', 'cases', 'gpt3', 'antimuslim', 'largescale', 'test', 'persistent', 'story', 'muslimviolence', 'quantify', 'stereotype money', 'societal biases', 'instance muslim', 'race', 'violent completions', 'religious groups', 'probe', 'language']",1,"[0.0, 1.0, 0.0, 0.0, 0.0]"
